,Date,Team,Acquired,Relinquished,Notes,Injury Type
9165,2017-12-20,Rockets,,Clint Capela,bruised left heel (DTD),bruise
9166,2017-12-20,Spurs,,(William) Tony Parker,rest (DTD),rest
9168,2017-12-21,Blazers,,Damian Lillard,strained right hamstring (DTD),hamstring
9169,2017-12-21,Cavaliers,,J.R. Smith,sore left knee (DTD),knee
9170,2017-12-21,Celtics,,Jaylen Brown,sore left Achilles (DTD),illness
9171,2017-12-21,Jazz,,Nate Wolters,sore lower back (DTD),back
9172,2017-12-21,Rockets,,Chris Paul,strained left adductor (DTD),groin
9173,2017-12-21,Spurs,,Danny Green,tightness in left groin (DTD),groin
9174,2017-12-21,Spurs,,Emanuel Ginobili / Manu Ginobili,rest (DTD),rest
9176,2017-12-22,Clippers,,Milos Teodosic,rest (DTD),rest
9177,2017-12-22,Hawks,,Dennis Schroder,left ankle injury (DTD),ankle
9178,2017-12-22,Magic,,Jonathan Isaac,sore right ankle (DTD),ankle
9179,2017-12-22,Pistons,,Avery Bradley,sore right groin (DTD),groin
9184,2017-12-23,Heat,,Dion Waiters,sprained left ankle (DTD),ankle
9188,2017-12-23,Kings,,Vince Carter,rib injury (DTD),core
9189,2017-12-23,Magic,,Nikola Vucevic,fractured left hand (out indefinitely),hand/finger
9190,2017-12-23,Spurs,,Kawhi Leonard,right quadricep injury / rest (DTD),quad
9192,2017-12-24,Lakers,,Lonzo Ball,sprained left shoulder (DTD),shoulder
9196,2017-12-26,Celtics,,Marcus Morris,left knee injury (DTD),knee
9197,2017-12-26,Heat,,James Johnson,bursitis in right ankle (DTD),ankle
9201,2017-12-27,Celtics,,Jaylen Brown,sore right knee (DTD),knee
9202,2017-12-27,Pistons,,Reggie Jackson (b),sprained right ankle (out indefinitely),ankle
9203,2017-12-27,Rockets,,Clint Capela,fractured right orbital bone (DTD),face
9204,2017-12-29,Bulls,,Kris Dunn,patellar tendinitis in left knee (DTD),knee
9206,2017-12-29,Grizzlies,,Chandler Parsons,sore right knee (DTD),knee
9207,2017-12-29,Lakers,,Tyler Ennis,flu (DTD),illness
9208,2017-12-29,Rockets,,Nene / Nene Hilario / Maybyner Hilario,undisclosed (DTD),Misc.
9210,2017-12-29,Spurs,,Rudy Gay,bursitis in right heel (DTD),foot
9211,2017-12-29,Thunder,,Paul George,sore left knee (DTD),knee
9212,2017-12-30,76ers,,Joel Embiid,back injury (DTD),back
9213,2017-12-30,Blazers,,Meyers Leonard,ankle injury (DTD),ankle
9214,2017-12-30,Clippers,,Austin Rivers,strained right Achilles tendon (DTD),illness
9215,2017-12-30,Nuggets,,Juancho Hernangomez / Juan Hernangomez,illness (DTD),illness
9216,2017-12-30,Nuggets,,Malik Beasley,elbow injury (DTD),arm
9217,2017-12-30,Pistons,,Stanley Johnson,strained right hip flexor (DTD),hip
9223,2018-01-01,Kings,,Frank Mason,bruised right heel (DTD),bruise
9224,2018-01-01,Rockets,,James Harden,strained left hamstring (DTD),hamstring
9226,2018-01-02,Clippers,,Austin Rivers,sore right Achilles (DTD),illness
9229,2018-01-03,Cavaliers,,Isaiah Thomas,right hip injury (DTD),hip
9231,2018-01-03,Pistons,,Andre Drummond,bruised right rib (DTD),bruise
9232,2018-01-03,Spurs,,(William) Tony Parker,rest (DTD),rest
9233,2018-01-03,Spurs,,Emanuel Ginobili / Manu Ginobili,rest (DTD),rest
9234,2018-01-04,Rockets,,Chinanu Onuaku,virus (DTD),illness
9235,2018-01-05,Heat,,Derrick Walton Jr.,illness (DTD),illness
9237,2018-01-05,Spurs,,LaMarcus Aldridge,rest (DTD),rest
9240,2018-01-05,Suns,,Isaiah Canaan,strained left adductor (DTD),groin
9241,2018-01-06,Celtics,,Al Horford,sore left calf / knee injury (DTD),knee
9242,2018-01-06,Clippers,,Milos Teodosic,sore plantar fascia in left foot (DTD),foot
9243,2018-01-06,Magic,,Jonathon Simmons,back spasms (DTD),back
9244,2018-01-06,Pistons,,Andre Drummond,bruised right rib (DTD),bruise
9245,2018-01-06,Spurs,,Kawhi Leonard,partial tear in left shoulder (DTD),shoulder
9246,2018-01-07,Nets,,DeMarre Carroll,sprained right knee (DTD),knee
9247,2018-01-07,Spurs,,(William) Tony Parker,rest (DTD),rest
9249,2018-01-07,Suns,,Marquese Chriss,strained right hip flexor (DTD),hip
9251,2018-01-08,Bulls,,Nikola Mirotic,stomach virus (DTD),illness
9252,2018-01-08,Nets,,Nik Stauskas,ankle injury (DTD),ankle
9254,2018-01-08,Spurs,,Emanuel Ginobili / Manu Ginobili,rest (DTD),rest
9256,2018-01-09,Heat,,Tyler Johnson,strained left shoulder (DTD),shoulder
9259,2018-01-10,Jazz,,Derrick Favors,sprained right ankle (DTD),ankle
9261,2018-01-10,Pacers,,Myles Turner,right elbow injury (DTD),arm
9262,2018-01-10,Pelicans,,Anthony Davis,sprained right ankle (DTD),ankle
9264,2018-01-10,Warriors,,Stephen Curry,sprained right ankle (DTD),ankle
9265,2018-01-11,76ers,,Amir Johnson,gasroenteritis (DTD),Misc.
9267,2018-01-11,Clippers,,C.J. Williams,sprained right ankle (DTD),ankle
9269,2018-01-11,Spurs,,(William) Tony Parker,sprained right ankle (DTD),ankle
9271,2018-01-11,Rockets,,Zhou Qi / Qi Zhou,right elbow injury (DTD),arm
9272,2018-01-12,Blazers,,Evan Turner,illness (DTD),illness
9273,2018-01-12,Cavaliers,,Dwyane Wade,rest (DTD),rest
9274,2018-01-12,Cavaliers,,Isaiah Thomas,rest (DTD),rest
9275,2018-01-12,Heat,,Dion Waiters,surgery on left ankle (out indefinitely) (date approximate),ankle
9278,2018-01-12,Rockets,,Tarik Black,eye injury (DTD),face
9281,2018-01-13,Clippers,,DeAndre Jordan,sprained left ankle (DTD),ankle
9282,2018-01-13,Jazz,,Thabo Sefolosha,surgery on right knee (out for season),knee
9283,2018-01-13,Nets,,Tyler Zeller,sore left hip (DTD),hip
9287,2018-01-15,76ers,,Richaun Holmes,gastroenteritis (DTD),illness
9289,2018-01-15,Lakers,,Brandon Ingram,sprained left ankle/knee (DTD),ankle
9290,2018-01-15,Lakers,,Lonzo Ball,sprained left knee (DTD),knee
9293,2018-01-15,Spurs,,Kawhi Leonard,right quadriceps injury / rest (DTD),quad
9294,2018-01-16,76ers,,J.J. Redick,left fibula injury (DTD),leg
9296,2018-01-16,Mavericks,,Jose Juan Barea / Jose Barea / J.J. Barea,strained left groin (DTD),groin
9297,2018-01-16,Spurs,,Emanuel Ginobili / Manu Ginobili,bruised right thigh (DTD),bruise
9298,2018-01-17,Grizzlies,,Marc Gasol,illness (DTD),illness
9300,2018-01-17,Pistons,,Luke Kennard,thumb injury (DTD),hand/finger
9301,2018-01-18,76ers,,James Young,undisclosed (DTD),Misc.
9302,2018-01-18,Bulls,,Kris Dunn,concussion (out indefinitely),head
9303,2018-01-18,Lakers,,Kentavious Caldwell-Pope,strained right Achilles (DTD),illness
9304,2018-01-19,Bucks,,Giannis Antetokounmpo,sore right knee (DTD),knee
9306,2018-01-19,Lakers,,Brandon Ingram,sprained left ankle (DTD),ankle
9308,2018-01-19,Warriors,,Jordan Bell,left ankle injury (out indefinitely),ankle
9310,2018-01-20,Grizzlies,,Andrew Harrison,left shoulder injury (DTD),shoulder
9311,2018-01-20,Grizzlies,,Mario Chalmers,right shoulder injury (DTD),shoulder
9312,2018-01-20,Heat,,Goran Dragic,bruised left knee (DTD),bruise
9313,2018-01-20,Jazz,,Rodney Hood,bruised lower leg (DTD),bruise
9315,2018-01-20,Timberwolves,,Jamal Crawford,sprained left big toe (DTD),foot
9316,2018-01-20,Timberwolves,,Jimmy Butler,sore right knee (DTD),knee
9317,2018-01-20,Grizzlies,,James Ennis,right calf injury (DTD),calf
9318,2018-01-20,Rockets,,Troy Williams,illness (DTD),illness
9319,2018-01-21,Grizzlies,,JaMychal Green,right ankle injury (DTD),ankle
9321,2018-01-22,Clippers,,Jawun Evans,sore lower abdominal (DTD),core
9324,2018-01-22,Hornets,,Michael Kidd-Gilchrist,right axillary abscess (DTD),illness
9325,2018-01-22,Spurs,,Pau Gasol,sprained right wrist (DTD),wrist
9326,2018-01-23,Kings,,Zach Randolph,sore left knee (DTD),knee
9327,2018-01-23,Knicks,,Kristaps Porzingis,irritation in left knee (DTD),knee
9328,2018-01-24,Celtics,,Al Horford,concussion (DTD),head
9329,2018-01-24,Celtics,,Marcus Smart,right hand injury (DTD),hand/finger
9330,2018-01-24,Clippers,,Jawun Evans,sore lower abdominal (DTD),core
9332,2018-01-24,Grizzlies,,Jarell Martin,left knee injury (DTD),knee
9334,2018-01-24,Pistons,,Reggie Bullock,thumb injury (DTD),hand/finger
9335,2018-01-24,Spurs,,LaMarcus Aldridge,rest (DTD),rest
9337,2018-01-24,Suns,,Alex Len,sore right ankle (DTD),ankle
9342,2018-01-25,Warriors,,Patrick McCaw,strained back (DTD),back
9343,2018-01-26,Grizzlies,,Ben McLemore,sore right knee (DTD),knee
9345,2018-01-26,Kings,,Willie Cauley-Stein,bruised right knee (DTD),bruise
9346,2018-01-26,Pelicans,,DeMarcus Cousins,torn left Achilles tendon (out for season),illness
9348,2018-01-26,Suns,,Tyson Chandler,illness (DTD),illness
9349,2018-01-26,Celtics,,Guerschon Yabusele,ankle injury (DTD),ankle
9350,2018-01-26,Grizzlies,,Tyreke Evans,illness (DTD),illness
9352,2018-01-27,Grizzlies,,Mike Conley Jr.,surgery on left heel to smooth bone (out for season) (date approximate),foot
9353,2018-01-27,Hornets,,Michael Carter-Williams,strained left shoulder (DTD),shoulder
9354,2018-01-27,Mavericks,,Jose Juan Barea / Jose Barea / J.J. Barea,strained left oblique (DTD),core
9355,2018-01-27,Nets,,Caris LeVert,sore left groin (DTD),groin
9356,2018-01-27,Nuggets,,Tyler Lydon,arthroscopic surgery on left knee (out for season),knee
9357,2018-01-27,Pelicans,,DeMarcus Cousins,surgery to repair torn left Achilles tendon (out for season),illness
9359,2018-01-27,Thunder,,Andre Roberson,torn patellar tendon in left knee (out for season),knee
9361,2018-01-28,Kings,,Garrett Temple,sprained right ankle (DTD),ankle
9362,2018-01-28,Kings,,Malachi Richardson,sprained left ankle (DTD),ankle
9363,2018-01-28,Pistons,,Avery Bradley,sore right groin/hamstring (DTD),hamstring
9366,2018-01-28,Thunder,,Andre Roberson,surgery on left knee to repair torn patellar tendon (out for season),knee
9367,2018-01-29,Celtics,,Shane Larkin,sore right knee (DTD),knee
9370,2018-01-29,Rockets,,Trevor Ariza,strained left hamstring (DTD),hamstring
9371,2018-01-30,Cavaliers,,Kevin Love,fractured left hand (out indefinitely),hand/finger
9372,2018-01-30,Hornets,,Marvin Williams,sprained left ankle (DTD),ankle
9374,2018-01-30,Magic,,Aaron Gordon,strained left hip flexor (DTD),hip
9375,2018-01-30,Rockets,,Chris Paul,sore right groin (DTD),groin
9378,2018-01-31,Grizzlies,,Deyonta Davis,sore knees (DTD),knee
9379,2018-01-31,Grizzlies,,Mario Chalmers,left hamstring injury (DTD),hamstring
9380,2018-01-31,Grizzlies,,Tyreke Evans,DNP,Misc.
9382,2018-01-31,Pelicans,,DeMarcus Cousins,surgery to repair torn left Achilles tendon (out for season),illness
9383,2018-01-31,Suns,,Isaiah Canaan,fractured left ankle (out indefinitely),ankle
9384,2018-01-31,Wizards,,John Wall (a),arthroscopic surgery on left knee (out indefinitely),knee
9385,2018-02-01,Grizzlies,,Tyreke Evans,illness (DTD),illness
9388,2018-02-02,Celtics,,Marcus Morris,bruised left hip (DTD),bruise
9389,2018-02-02,Bucks,,Malcolm Brogdon,partially torn quadriceps tendon in left leg (out indefinitely),leg
9391,2018-02-03,Heat,,Hassan Whiteside,illness (DTD),illness
9392,2018-02-03,Jazz,,Donovan Mitchell,flu (DTD),illness
9393,2018-02-03,Jazz,,Joe Johnson,rest (DTD),rest
9395,2018-02-03,Pistons,,Dwight Buycks,illness (DTD),illness
9396,2018-02-03,Pistons,,Luke Kennard,sore left big toe (DTD),foot
9397,2018-02-03,Spurs,,Brandon Paul,back spasms (DTD),back
9398,2018-02-03,Wizards,,Mike Scott,illness (DTD),illness
9399,2018-02-04,Hawks,,DeAndre' Bembry / DeAndre Bembry,strained left adductor (DTD),groin
9400,2018-02-04,Hawks,,Tyler Cavanaugh,sprained right ankle (DTD),ankle
9401,2018-02-05,Bucks,,Matthew Dellavedova / Matt Dellavedova,sprained right ankle (DTD),ankle
9405,2018-02-05,Suns,,Devin Booker,left hip pointer (DTD),hip
9407,2018-02-05,Pacers,,Darren Collison,arthroscopic surgery on left knee (out indefinitely),knee
9408,2018-02-06,Bucks,,John Henson,sore right hamstring (DTD),hamstring
9410,2018-02-06,Grizzlies,,Deyonta Davis,sore knees (DTD),knee
9411,2018-02-06,Knicks,,Kristaps Porzingis,torn ACL in left knee (out for season),knee
9412,2018-02-07,Heat,,Kelly Olynyk,strained left shoulder (DTD),shoulder
9413,2018-02-07,Heat,,Wayne Ellington,strained right shoulder (DTD),shoulder
9414,2018-02-07,Knicks,,Ron Baker,surgery on right shoulder to repair dislocation (out for season),shoulder
9415,2018-02-07,Pacers,,T.J. Leaf,sore left calf (DTD),calf
9416,2018-02-07,Rockets,,Eric Gordon,sore lower back (DTD),back
9417,2018-02-07,Rockets,,Ryan Anderson,sprained right ankle (DTD),ankle
9419,2018-02-08,Hawks,,DeAndre' Bembry / DeAndre Bembry,strained left adductor (DTD),groin
9420,2018-02-08,Knicks,,Enes Kanter,oral surgery (DTD),face
9421,2018-02-08,Mavericks,,Johnathan Motley / Jonathan Motley,sprained left ankle (DTD),ankle
9422,2018-02-08,Mavericks,,Seth Curry,surgery on left leg to repair stress fracture (out for season),leg
9424,2018-02-09,Clippers,,Milos Teodosic,sore right foot (DTD),foot
9425,2018-02-09,Hawks,,DeAndre' Bembry / DeAndre Bembry,strained left adductor (DTD),groin
9429,2018-02-09,Spurs,,(William) Tony Parker,tightness in back (DTD),back
9430,2018-02-09,Spurs,,Dejounte Murray,sprained left ankle (DTD),ankle
9431,2018-02-10,Bucks,,John Henson,sore right hamstring (DTD),hamstring
9432,2018-02-10,Grizzlies,,Wayne Selden Jr.,sore right knee (DTD),knee
9434,2018-02-10,Suns,,Tyler Ulis,back injury (DTD),back
9435,2018-02-10,Wizards,,Markieff Morris,illness (DTD),illness
9438,2018-02-11,Mavericks,,Jose Juan Barea / Jose Barea / J.J. Barea,rest (DTD),rest
9439,2018-02-11,Mavericks,,Salah Mejri,stiff neck (DTD),neck
9441,2018-02-11,Spurs,,LaMarcus Aldridge,sore right knee (DTD),knee
9442,2018-02-11,Wizards,,Tim Frazier,fractured nose (DTD),face
9445,2018-02-12,Jazz,,Tony Bradley,gastroenteritis (DTD),illness
9446,2018-02-13,Knicks,,Kristaps Porzingis,surgery on left knee to repair torn ACL (out for season),knee
9449,2018-02-14,76ers,,Joel Embiid,sore right ankle (DTD),ankle
9451,2018-02-14,Hawks,,Dennis Schroder,tightness in lower back (DTD),back
9452,2018-02-14,Hawks,,Kent Bazemore,rest (DTD),rest
9453,2018-02-14,Nets,,Jahlil Okafor,tightness in left calf (DTD),calf
9454,2018-02-14,Rockets,,Eric Gordon,bruised right knee (DTD),bruise
9455,2018-02-14,Suns,,Tyson Chandler,neck spasms (DTD),neck
9457,2018-02-15,Nuggets,,Richard Jefferson,right wrist injury (DTD),wrist
9458,2018-02-16,Lakers,,Channing Frye,appendectomy (out indefinitely),Misc.
9459,2018-02-17,Lakers,,Channing Frye,appendectomy (out indefinitely),Misc.
9461,2018-02-22,Grizzlies,,Chandler Parsons,illness (DTD),illness
9462,2018-02-22,Hawks,,Malcolm Delaney,strained right knee (DTD),knee
9466,2018-02-22,Hawks,,Antonius Cleveland,left ankle injury (DTD),ankle
9467,2018-02-23,Clippers,,Danilo Gallinari,sprained right hand (DTD),hand/finger
9468,2018-02-23,Jazz,,Raulzinho Neto / Raul Neto,sprained right ankle (DTD),ankle
9469,2018-02-23,Rockets,,Eric Gordon,illness (DTD),illness
9470,2018-02-23,Spurs,,Danny Green,illness (DTD),illness
9471,2018-02-24,Bulls,,Paul Zipser,left foot injury (DTD),foot
9472,2018-02-24,Grizzlies,,Marc Gasol,DNP,Misc.
9473,2018-02-24,Lakers,,Channing Frye,recovering from appendectomy (DTD),Misc.
9474,2018-02-25,Spurs,,Emanuel Ginobili / Manu Ginobili,bruised sternum (DTD),bruise
9476,2018-02-25,Timberwolves,,Jimmy Butler,surgery on right knee to repair meniscus injury,knee
9477,2018-02-26,Hawks,,DeAndre' Bembry / DeAndre Bembry,strained abdominal (DTD),core
9478,2018-02-26,Kings,,Garrett Temple,back injury (DTD),back
9479,2018-02-26,Nets,,Jahlil Okafor,illness (DTD),illness
9480,2018-02-26,Rockets,,Brandan Wright,sore right knee (DTD),knee
9481,2018-02-26,Rockets,,Clint Capela,illness (DTD),illness
9482,2018-02-26,Rockets,,Ryan Anderson,sore left groin/hip (DTD),hip
9483,2018-02-27,Grizzlies,,Deyonta Davis,left ankle injury (DTD),ankle
9485,2018-02-28,Bucks,,Tony Snell,bruised right thigh (DTD),bruise
9486,2018-02-28,Celtics,,Daniel Theis,sore right hamstring (DTD),hamstring
9488,2018-02-28,Hornets,,Michael Kidd-Gilchrist,sore left hamstring (DTD),hamstring
9489,2018-02-28,Lakers,,Josh Hart,fractured left hand (out indefinitely),hand/finger
9493,2018-03-01,Heat,,Wayne Ellington,bruised left quadricep (DTD),bruise
9495,2018-03-02,Clippers,,Danilo Gallinari,fractured right hand (out indefinitely),hand/finger
9496,2018-03-02,Grizzlies,,Andrew Harrison,right wrist injury (DTD),wrist
9497,2018-03-02,Grizzlies,,JaMychal Green,illness (DTD),illness
9500,2018-03-02,Lakers,,Josh Hart,surgery on left hand to repair fracture (out indefinitely),hand/finger
9502,2018-03-03,Grizzlies,,Wayne Selden Jr.,sore right knee (DTD),knee
9506,2018-03-04,Cavaliers,,Tristan Thompson,sprained right ankle (DTD),ankle
9507,2018-03-04,Grizzlies,,Mario Chalmers,right hamstring injury (DTD),hamstring
9509,2018-03-04,Pelicans,,Emeka Okafor,sprained right ankle (DTD),ankle
9510,2018-03-04,Wizards,,Kelly Oubre,sore left foot (DTD),foot
9511,2018-03-05,Bucks,,Tyler Zeller,sore back (DTD),back
9512,2018-03-05,Grizzlies,,Jarell Martin,right knee injury (DTD),knee
9513,2018-03-05,Grizzlies,,Mario Chalmers,right hamstring injury (DTD),hamstring
9515,2018-03-05,Hawks,,Malcolm Delaney,sprained left ankle (out for season),ankle
9516,2018-03-05,Hornets,,Michael Carter-Williams,sprained left shoulder (out for season),shoulder
9517,2018-03-05,Jazz,,Derrick Favors,neck spasms (DTD),neck
9518,2018-03-05,Rockets,,Joe Johnson,illness (DTD),illness
9521,2018-03-07,Grizzlies,,Mario Chalmers,right hamstring injury (DTD),hamstring
9523,2018-03-07,Spurs,,Pau Gasol,sprained right shoulder (DTD),shoulder
9524,2018-03-07,Warriors,,Jordan Bell,sprained right ankle (DTD),ankle
9526,2018-03-08,Magic,,Evan Fournier,sprained MCL in left knee (out for season),knee
9527,2018-03-08,Spurs,,Pau Gasol,sprained ACL in right knee (DTD),knee
9528,2018-03-09,Celtics,,Jaylen Brown,concussion (out indefinitely),head
9530,2018-03-09,Hornets,,Michael Carter-Williams,surgery on left shoulder to repair posterior tear in labrum (out for season),shoulder
9531,2018-03-09,Magic,,Aaron Gordon,concussion (DTD),head
9532,2018-03-09,Pelicans,,Anthony Davis,sprained left ankle (DTD),ankle
9533,2018-03-09,Pistons,,Dwight Buycks,sprained left ankle (DTD),ankle
9534,2018-03-09,Thunder,,Terrance Ferguson,concussion (out indefinitely),head
9535,2018-03-10,Cavaliers,,Cedi Osman,strained left hip (out indefinitely),hip
9536,2018-03-10,Cavaliers,,Rodney Hood,strained lower back (DTD),back
9538,2018-03-10,Suns,,Devin Booker,strained left tricep (DTD),arm
9540,2018-03-11,Hawks,,Dennis Schroder,sprained left elbow (DTD),arm
9541,2018-03-11,Knicks,,Enes Kanter,back spasms (DTD),back
9542,2018-03-11,Mavericks,,Wesley Matthews / Wes Matthews Jr.,fractured right fibula (out for season),leg
9544,2018-03-11,Rockets,,James Harden,sore left knee (DTD),knee
9545,2018-03-11,Spurs,,LaMarcus Aldridge,sore right knee (DTD),knee
9546,2018-03-12,Celtics,,Daniel Theis,torn meniscus in left knee (out for season),knee
9547,2018-03-12,Celtics,,Marcus Smart,sprained right thumb (out indefinitely),hand/finger
9548,2018-03-12,Hawks,,Jaylen Morris,sprained left ankle (out for season),ankle
9549,2018-03-12,Hawks,,Kent Bazemore,bone bruise in right knee (out for season),bruise
9550,2018-03-12,Jazz,,Raulzinho Neto / Raul Neto,fractured left wrist (out indefinitely),wrist
9552,2018-03-13,Clippers,,Avery Bradley,surgery to repair athletic pubalgia / sports hernia (out for season),Misc.
9555,2018-03-13,Nets,,Jarrett Allen,sore left foot (DTD),foot
9556,2018-03-13,Pistons,,Reggie Bullock,back injury (DTD),back
9558,2018-03-13,Warriors,,Draymond Green,sore right shoulder (DTD),shoulder
9559,2018-03-14,Celtics,,Kyrie Irving,sore left knee (DTD),knee
9560,2018-03-14,Heat,,Josh Richardson,sore left foot (DTD),foot
9561,2018-03-14,Lakers,,Kyle Kuzma,sprained right ankle (DTD),ankle
9562,2018-03-14,Pacers,,Domantas Sabonis / Domas Sabonis,sprained left ankle (DTD),ankle
9563,2018-03-14,Rockets,,Zhou Qi / Qi Zhou,rib injury (DTD),core
9566,2018-03-16,76ers,,Timothe Luwawu / Timothe Luwawu-Cabarrot,patellar tendinitis in right knee (DTD),knee
9567,2018-03-16,Bulls,,Kris Dunn,sprained right toe (out for season),foot
9568,2018-03-16,Celtics,,Marcus Smart,surgery on right thumb (out indefinitely),hand/finger
